Département;Code Direction;Code Commune;Nom de la commune;Préfixe;Section;N° plan;N° voirie;Indice de répétition;Code voie MAJIC;Code voie Rivoli;Nature voie;Nom voie;Contenance;SUF;Nature culture;Contenance.1;Code droit - par;N° Majic - par;N° SIREN - par;Groupe personne - par;Forme juridique - par;Forme juridique abrégée - par;Dénomination - par
71;0;548;TRONCHY;; B;0331;;;00040;B040;;L ECORCHEVENTRE;96530;;BP - Peupleraies;96530;P - Propriétaire;PBB9K8;353897077;0 - Personnes morales non remarquables ;6538;GFR;DES LAZARES
71;0;549;TRUCHERE (LA);; C;0371;;;00051;B051;;LE GRAND CHAMP;80;A;BT - Taillis simples;20;P - Propriétaire;PBBFBH;U20985338;0 - Personnes morales non remarquables ;9900;AUPM;PROPRIETAIRES DU BND 549 C0371
71;0;549;TRUCHERE (LA);; A;0113;;;00106;B106;;LA TRUCHERE;410;A;S - Sols;58;P - Propriétaire;PBBD98;U23817960;0 - Personnes morales non remarquables ;9900;AUPM;PROPRIETAIRES DU BND 549 A0113
71;0;549;TRUCHERE (LA);; C;0326;;;00034;B034;;LA CLOIX;460;A;BT - Taillis simples;230;P - Propriétaire;PBBFBD;U20984972;0 - Personnes morales non remarquables ;9900;AUPM;PROPRIETAIRES DU BND 549 C0326
71;0;549;TRUCHERE (LA);; B;0580;;;00013;B013;;LA BRANCHE VERS LA LIE PET;727;A;BT - Taillis simples;362;P - Propriétaire;PBBD99;U20983973;0 - Personnes morales non remarquables ;9900;AUPM;PROPRIETAIRES DU BND 549 B0580
71;0;549;TRUCHERE (LA);; C;0327;;;00034;B034;;LA CLOIX;890;A;BT - Taillis simples;445;P - Propriétaire;PBBFBF;U20985230;0 - Personnes morales non remarquables ;9900;AUPM;PROPRIETAIRES DU BND 549 C0327
71;0;549;TRUCHERE (LA);; C;0227;;;00065;B065;;LA LYE DE LA MEUNIERE;3948;A;BT - Taillis simples;1974;P - Propriétaire;PBBFBC;U20984339;0 - Personnes morales non remarquables ;9900;AUPM;PROPRIETAIRES DU BND 549 C0227
71;0;549;TRUCHERE (LA);; C;0370;;;00051;B051;;LE GRAND CHAMP;4555;A;BT - Taillis simples;1010;P - Propriétaire;PBBFBG;U20985276;0 - Personnes morales non remarquables ;9900;AUPM;PROPRIETAIRES DU BND 549 C0370
71;0;549;TRUCHERE (LA);; B;0618;;;00060;B060;;LA LIE PETET;5500;A;E - Eaux;2003;P - Propriétaire;PBBFBB;U20984302;0 - Personnes morales non remarquables ;9900;AUPM;PROPRIETAIRES DU BND 549 B0618
71;0;549;TRUCHERE (LA);; C;0433;;;00022;B022;;CHAMP DES VERNES;7200;A;L - Landes;4463;P - Propriétaire;PBBBJP;217105493;4 - Commune;7210;COM;COMMUNE DE LA TRUCHERE
71;0;549;TRUCHERE (LA);; B;0940;;;00053;B053;;LA GRANDE CORNE;17160;A;T - Terre;16160;P - Propriétaire;PBBBJP;217105493;4 - Commune;7210;COM;COMMUNE DE LA TRUCHERE
71;0;549;TRUCHERE (LA);;ZB;0006;;;00049;B049;;LA FERTE;22630;A;P - Prés;6500;P - Propriétaire;PBBFBJ;U20985374;0 - Personnes morales non remarquables ;9900;AUPM;PROPRIETAIRES DU BND 549 ZB0006
71;0;549;TRUCHERE (LA);; C;0371;;;00051;B051;;LE GRAND CHAMP;80;B;BT - Taillis simples;20;P - Propriétaire;PBBFBH;U20985338;0 - Personnes morales non remarquables ;9900;AUPM;PROPRIETAIRES DU BND 549 C0371
71;0;549;TRUCHERE (LA);; A;0113;;;00106;B106;;LA TRUCHERE;410;B;S - Sols;60;P - Propriétaire;PBBD98;U23817960;0 - Personnes morales non remarquables ;9900;AUPM;PROPRIETAIRES DU BND 549 A0113
71;0;549;TRUCHERE (LA);; C;0326;;;00034;B034;;LA CLOIX;460;B;BT - Taillis simples;230;P - Propriétaire;PBBFBD;U20984972;0 - Personnes morales non remarquables ;9900;AUPM;PROPRIETAIRES DU BND 549 C0326
71;0;549;TRUCHERE (LA);; B;0580;;;00013;B013;;LA BRANCHE VERS LA LIE PET;727;B;BT - Taillis simples;365;P - Propriétaire;PBBD99;U20983973;0 - Personnes morales non remarquables ;9900;AUPM;PROPRIETAIRES DU BND 549 B0580
71;0;549;TRUCHERE (LA);; C;0327;;;00034;B034;;LA CLOIX;890;B;BT - Taillis simples;445;P - Propriétaire;PBBFBF;U20985230;0 - Personnes morales non remarquables ;9900;AUPM;PROPRIETAIRES DU BND 549 C0327
71;0;549;TRUCHERE (LA);; C;0227;;;00065;B065;;LA LYE DE LA MEUNIERE;3948;B;BT - Taillis simples;1974;P - Propriétaire;PBBFBC;U20984339;0 - Personnes morales non remarquables ;9900;AUPM;PROPRIETAIRES DU BND 549 C0227
71;0;549;TRUCHERE (LA);; C;0370;;;00051;B051;;LE GRAND CHAMP;4555;B;BT - Taillis simples;1525;P - Propriétaire;PBBFBG;U20985276;0 - Personnes morales non remarquables ;9900;AUPM;PROPRIETAIRES DU BND 549 C0370
71;0;549;TRUCHERE (LA);; B;0618;;;00060;B060;;LA LIE PETET;5500;B;E - Eaux;1168;P - Propriétaire;PBBFBB;U20984302;0 - Personnes morales non remarquables ;9900;AUPM;PROPRIETAIRES DU BND 549 B0618
71;0;549;TRUCHERE (LA);; B;0940;;;00053;B053;;LA GRANDE CORNE;17160;B;BT - Taillis simples;1000;P - Propriétaire;PBBBJP;217105493;4 - Commune;7210;COM;COMMUNE DE LA TRUCHERE
71;0;549;TRUCHERE (LA);;ZB;0006;;;00049;B049;;LA FERTE;22630;B;P - Prés;3910;P - Propriétaire;PBBFBJ;U20985374;0 - Personnes morales non remarquables ;9900;AUPM;PROPRIETAIRES DU BND 549 ZB0006
71;0;549;TRUCHERE (LA);; C;0371;;;00051;B051;;LE GRAND CHAMP;80;C;BT - Taillis simples;20;P - Propriétaire;PBBFBH;U20985338;0 - Personnes morales non remarquables ;9900;AUPM;PROPRIETAIRES DU BND 549 C0371
71;0;549;TRUCHERE (LA);; A;0113;;;00106;B106;;LA TRUCHERE;410;C;S - Sols;59;P - Propriétaire;PBBD98;U23817960;0 - Personnes morales non remarquables ;9900;AUPM;PROPRIETAIRES DU BND 549 A0113
71;0;549;TRUCHERE (LA);; C;0370;;;00051;B051;;LE GRAND CHAMP;4555;C;BT - Taillis simples;495;P - Propriétaire;PBBFBG;U20985276;0 - Personnes morales non remarquables ;9900;AUPM;PROPRIETAIRES DU BND 549 C0370
71;0;549;TRUCHERE (LA);; B;0618;;;00060;B060;;LA LIE PETET;5500;C;E - Eaux;1164;P - Propriétaire;PBBFBB;U20984302;0 - Personnes morales non remarquables ;9900;AUPM;PROPRIETAIRES DU BND 549 B0618
71;0;549;TRUCHERE (LA);;ZB;0006;;;00049;B049;;LA FERTE;22630;C;P - Prés;6620;P - Propriétaire;PBBFBJ;U20985374;0 - Personnes morales non remarquables ;9900;AUPM;PROPRIETAIRES DU BND 549 ZB0006
71;0;549;TRUCHERE (LA);; C;0371;;;00051;B051;;LE GRAND CHAMP;80;D;BT - Taillis simples;20;P - Propriétaire;PBBFBH;U20985338;0 - Personnes morales non remarquables ;9900;AUPM;PROPRIETAIRES DU BND 549 C0371
71;0;549;TRUCHERE (LA);; A;0113;;;00106;B106;;LA TRUCHERE;410;D;S - Sols;59;P - Propriétaire;PBBD98;U23817960;0 - Personnes morales non remarquables ;9900;AUPM;PROPRIETAIRES DU BND 549 A0113
71;0;549;TRUCHERE (LA);; C;0370;;;00051;B051;;LE GRAND CHAMP;4555;D;BT - Taillis simples;1525;P - Propriétaire;PBBFBG;U20985276;0 - Personnes morales non remarquables ;9900;AUPM;PROPRIETAIRES DU BND 549 C0370
71;0;549;TRUCHERE (LA);; B;0618;;;00060;B060;;LA LIE PETET;5500;D;E - Eaux;1165;P - Propriétaire;PBBFBB;U20984302;0 - Personnes morales non remarquables ;9900;AUPM;PROPRIETAIRES DU BND 549 B0618
71;0;549;TRUCHERE (LA);;ZB;0006;;;00049;B049;;LA FERTE;22630;D;P - Prés;5600;P - Propriétaire;PBBFBJ;U20985374;0 - Personnes morales non remarquables ;9900;AUPM;PROPRIETAIRES DU BND 549 ZB0006
71;0;549;TRUCHERE (LA);; A;0113;;;00106;B106;;LA TRUCHERE;410;E;S - Sols;58;P - Propriétaire;PBBD98;U23817960;0 - Personnes morales non remarquables ;9900;AUPM;PROPRIETAIRES DU BND 549 A0113
71;0;549;TRUCHERE (LA);; A;0113;;;00106;B106;;LA TRUCHERE;410;F;S - Sols;58;P - Propriétaire;PBBD98;U23817960;0 - Personnes morales non remarquables ;9900;AUPM;PROPRIETAIRES DU BND 549 A0113
71;0;549;TRUCHERE (LA);; A;0113;;;00106;B106;;LA TRUCHERE;410;G;S - Sols;58;P - Propriétaire;PBBD98;U23817960;0 - Personnes morales non remarquables ;9900;AUPM;PROPRIETAIRES DU BND 549 A0113
71;0;549;TRUCHERE (LA);; A;0860;5152;;00117;0025;CHE;DES CLOUZEAUX;396;J;T - Terre;300;P - Propriétaire;PBDWC8;485183586;0 - Personnes morales non remarquables ;6540;SCI;SCI JEANFRANC
71;0;549;TRUCHERE (LA);; C;0317;;;00032;B032;;LE CHENE MOMONT;1010;J;BT - Taillis simples;505;P - Propriétaire;PBDTGH;381653278;0 - Personnes morales non remarquables ;9220;ASS;CONSERVATOIRE D'ESPACES NATURELS DE BOURGOGNE
71;0;549;TRUCHERE (LA);;ZB;0032;;;00082;B082;;PRAIRIE DE LA GRANDE PROSL;1680;J;P - Prés;1120;P - Propriétaire;PBBBJP;217105493;4 - Commune;7210;COM;COMMUNE DE LA TRUCHERE
71;0;549;TRUCHERE (LA);; C;0311;;;00032;B032;;LE CHENE MOMONT;1985;J;BT - Taillis simples;992;P - Propriétaire;PBDTGH;381653278;0 - Personnes morales non remarquables ;9220;ASS;CONSERVATOIRE D'ESPACES NATURELS DE BOURGOGNE
71;0;549;TRUCHERE (LA);; C;0312;;;00032;B032;;LE CHENE MOMONT;2005;J;BT - Taillis simples;1003;P - Propriétaire;PBDQH8;381653278;0 - Personnes morales non remarquables ;9220;ASS;CONSERVATOIRE D'ESPACES NATURELS DE BOURGOGNE
71;0;549;TRUCHERE (LA);;ZB;0034;;;00082;B082;;PRAIRIE DE LA GRANDE PROSL;4470;J;P - Prés;2980;P - Propriétaire;PBBN8P;257101592;4 - Commune;7353;SIVU;SYND INTER COM EAUX DE LA BASSE SEILLE
71;0;549;TRUCHERE (LA);;ZD;0114;;;00036;B036;;LES CLOUZEAUX;7560;J;E - Eaux;4620;P - Propriétaire;PBBBJP;217105493;4 - Commune;7210;COM;COMMUNE DE LA TRUCHERE
71;0;549;TRUCHERE (LA);; A;0907;5001;;00113;0005;PROM;DU BARRAGE;8210;J;S - Sols;5210;P - Propriétaire;PBBBJP;217105493;4 - Commune;7210;COM;COMMUNE DE LA TRUCHERE
71;0;549;TRUCHERE (LA);;ZB;0031;;;00082;B082;;PRAIRIE DE LA GRANDE PROSL;10030;J;P - Prés;6690;P - Propriétaire;PBBN8P;257101592;4 - Commune;7353;SIVU;SYND INTER COM EAUX DE LA BASSE SEILLE
71;0;549;TRUCHERE (LA);;ZB;0030;;;00082;B082;;PRAIRIE DE LA GRANDE PROSL;13320;J;P - Prés;8880;P - Propriétaire;PBBN8P;257101592;4 - Commune;7353;SIVU;SYND INTER COM EAUX DE LA BASSE SEILLE
71;0;549;TRUCHERE (LA);;ZB;0053;;;00055;B055;;LA GRANDE PROSLE SUR LA BE;21000;J;P - Prés;10500;P - Propriétaire;PBBN8P;257101592;4 - Commune;7353;SIVU;SYND INTER COM EAUX DE LA BASSE SEILLE
71;0;549;TRUCHERE (LA);;ZB;0033;;;00082;B082;;PRAIRIE DE LA GRANDE PROSL;29470;J;P - Prés;19650;P - Propriétaire;PBBN8P;257101592;4 - Commune;7353;SIVU;SYND INTER COM EAUX DE LA BASSE SEILLE
71;0;549;TRUCHERE (LA);;ZE;0023;;;00083;B083;;LE PRE DE L ORMOIS;151320;J;P - Prés;120720;P - Propriétaire;PBBBJP;217105493;4 - Commune;7210;COM;COMMUNE DE LA TRUCHERE
71;0;549;TRUCHERE (LA);; A;0860;5152;;00117;0025;CHE;DES CLOUZEAUX;396;K;S - Sols;96;P - Propriétaire;PBDWC8;485183586;0 - Personnes morales non remarquables ;6540;SCI;SCI JEANFRANC
71;0;549;TRUCHERE (LA);; C;0317;;;00032;B032;;LE CHENE MOMONT;1010;K;BT - Taillis simples;505;P - Propriétaire;PBDTGH;381653278;0 - Personnes morales non remarquables ;9220;ASS;CONSERVATOIRE D'ESPACES NATURELS DE BOURGOGNE
71;0;549;TRUCHERE (LA);;ZB;0032;;;00082;B082;;PRAIRIE DE LA GRANDE PROSL;1680;K;P - Prés;560;P - Propriétaire;PBBBJP;217105493;4 - Commune;7210;COM;COMMUNE DE LA TRUCHERE
71;0;549;TRUCHERE (LA);; C;0311;;;00032;B032;;LE CHENE MOMONT;1985;K;BT - Taillis simples;993;P - Propriétaire;PBDTGH;381653278;0 - Personnes morales non remarquables ;9220;ASS;CONSERVATOIRE D'ESPACES NATURELS DE BOURGOGNE
71;0;549;TRUCHERE (LA);; C;0312;;;00032;B032;;LE CHENE MOMONT;2005;K;BT - Taillis simples;1002;P - Propriétaire;PBDQH8;381653278;0 - Personnes morales non remarquables ;9220;ASS;CONSERVATOIRE D'ESPACES NATURELS DE BOURGOGNE
71;0;549;TRUCHERE (LA);;ZB;0034;;;00082;B082;;PRAIRIE DE LA GRANDE PROSL;4470;K;P - Prés;1490;P - Propriétaire;PBBN8P;257101592;4 - Commune;7353;SIVU;SYND INTER COM EAUX DE LA BASSE SEILLE
71;0;549;TRUCHERE (LA);;ZD;0114;;;00036;B036;;LES CLOUZEAUX;7560;K;L - Landes;2940;P - Propriétaire;PBBBJP;217105493;4 - Commune;7210;COM;COMMUNE DE LA TRUCHERE
71;0;549;TRUCHERE (LA);; A;0907;5001;;00113;0005;PROM;DU BARRAGE;8210;K;P - Prés;3000;P - Propriétaire;PBBBJP;217105493;4 - Commune;7210;COM;COMMUNE DE LA TRUCHERE
71;0;549;TRUCHERE (LA);;ZB;0031;;;00082;B082;;PRAIRIE DE LA GRANDE PROSL;10030;K;P - Prés;3340;P - Propriétaire;PBBN8P;257101592;4 - Commune;7353;SIVU;SYND INTER COM EAUX DE LA BASSE SEILLE
71;0;549;TRUCHERE (LA);;ZB;0030;;;00082;B082;;PRAIRIE DE LA GRANDE PROSL;13320;K;P - Prés;4440;P - Propriétaire;PBBN8P;257101592;4 - Commune;7353;SIVU;SYND INTER COM EAUX DE LA BASSE SEILLE
71;0;549;TRUCHERE (LA);;ZB;0053;;;00055;B055;;LA GRANDE PROSLE SUR LA BE;21000;K;P - Prés;10500;P - Propriétaire;PBBN8P;257101592;4 - Commune;7353;SIVU;SYND INTER COM EAUX DE LA BASSE SEILLE
71;0;549;TRUCHERE (LA);;ZB;0033;;;00082;B082;;PRAIRIE DE LA GRANDE PROSL;29470;K;P - Prés;9820;P - Propriétaire;PBBN8P;257101592;4 - Commune;7353;SIVU;SYND INTER COM EAUX DE LA BASSE SEILLE
71;0;549;TRUCHERE (LA);;ZE;0023;;;00083;B083;;LE PRE DE L ORMOIS;151320;K;P - Prés;30000;P - Propriétaire;PBBBJP;217105493;4 - Commune;7210;COM;COMMUNE DE LA TRUCHERE
71;0;549;TRUCHERE (LA);;ZE;0023;;;00083;B083;;LE PRE DE L ORMOIS;151320;L;S - Sols;600;P - Propriétaire;PBBBJP;217105493;4 - Commune;7210;COM;COMMUNE DE LA TRUCHERE
71;0;549;TRUCHERE (LA);; C;0433;;;00022;B022;;CHAMP DES VERNES;7200;Z;S - Sols;2737;P - Propriétaire;PBBBJP;217105493;4 - Commune;7210;COM;COMMUNE DE LA TRUCHERE
71;0;549;TRUCHERE (LA);;ZD;0134;;;00077;B077;;LA PIAT DU FAIX;3;;BT - Taillis simples;3;P - Propriétaire;PBBBTF;227100013;3 - Département ;7220;DEPT;DEPARTEMENT DE SAONE ET LOIRE
71;0;549;TRUCHERE (LA);; A;0653;5032;;00114;0010;RUE;DE LA BERTIERE;4;;S - Sols;4;G - Gérant, mandataire, gestionnaire;P9MBBF;444608442;0 - Personnes morales non remarquables ;5699;SA;ENEDIS
71;0;549;TRUCHERE (LA);; A;0653;5032;;00114;0010;RUE;DE LA BERTIERE;4;;S - Sols;4;P - Propriétaire;P998MW;444608442;0 - Personnes morales non remarquables ;5699;SA;ENEDIS
71;0;549;TRUCHERE (LA);; A;0167;;;00106;B106;;LA TRUCHERE;6;;S - Sols;6;P - Propriétaire;PBBBJP;217105493;4 - Commune;7210;COM;COMMUNE DE LA TRUCHERE
71;0;549;TRUCHERE (LA);; C;0432;;;00015;B015;;LES BRUYERES;8;;S - Sols;8;P - Propriétaire;PBBBJP;217105493;4 - Commune;7210;COM;COMMUNE DE LA TRUCHERE
71;0;549;TRUCHERE (LA);; A;0802;5000;;00117;0025;CHE;DES CLOUZEAUX;8;;J - Jardins;8;P - Propriétaire;PBDWC8;485183586;0 - Personnes morales non remarquables ;6540;SCI;SCI JEANFRANC
71;0;549;TRUCHERE (LA);; A;0888;;;00033;B033;;CHENEVRIERE MORIN;12;;P - Prés;12;P - Propriétaire;PBBBJP;217105493;4 - Commune;7210;COM;COMMUNE DE LA TRUCHERE
71;0;549;TRUCHERE (LA);; A;0898;;;00046;B046;;AUX ESSARDS;12;;L - Landes;12;P - Propriétaire;PBBBTF;227100013;3 - Département ;7220;DEPT;DEPARTEMENT DE SAONE ET LOIRE
71;0;549;TRUCHERE (LA);; C;0402;;;00054;B054;;SUR LA GRANDE LYE;16;;S - Sols;16;G - Gérant, mandataire, gestionnaire;PBBBTM;U23401169;0 - Personnes morales non remarquables ;9900;AUPM;EDF ELECTRICITE DE FRANCE   CENTRE DE DISTRIBUTION DE CHALON
71;0;549;TRUCHERE (LA);; A;0938;;;00106;B106;;LA TRUCHERE;16;;S - Sols;16;P - Propriétaire;PBBBJP;217105493;4 - Commune;7210;COM;COMMUNE DE LA TRUCHERE
71;0;549;TRUCHERE (LA);; C;0402;;;00054;B054;;SUR LA GRANDE LYE;16;;S - Sols;16;P - Propriétaire;P998ZQ;552081317;0 - Personnes morales non remarquables ;5599;SA;ELECTRICITE DE FRANCE
71;0;549;TRUCHERE (LA);; B;1003;;;00043;B043;;ENTRE LES CHEMINS;18;;BT - Taillis simples;18;P - Propriétaire;PBBBTF;227100013;3 - Département ;7220;DEPT;DEPARTEMENT DE SAONE ET LOIRE
71;0;549;TRUCHERE (LA);; C;0431;;;00015;B015;;LES BRUYERES;19;;S - Sols;19;P - Propriétaire;PBBBJP;217105493;4 - Commune;7210;COM;COMMUNE DE LA TRUCHERE
71;0;549;TRUCHERE (LA);; C;0379;;;00051;B051;;LE GRAND CHAMP;20;;BT - Taillis simples;20;P - Propriétaire;PBBBJP;217105493;4 - Commune;7210;COM;COMMUNE DE LA TRUCHERE
71;0;549;TRUCHERE (LA);; B;1005;;;00043;B043;;ENTRE LES CHEMINS;30;;BT - Taillis simples;30;P - Propriétaire;PBBBTF;227100013;3 - Département ;7220;DEPT;DEPARTEMENT DE SAONE ET LOIRE
71;0;549;TRUCHERE (LA);; B;0950;;;00004;B004;;LA BERGENNEE;35;;T - Terre;35;P - Propriétaire;PBBBJP;217105493;4 - Commune;7210;COM;COMMUNE DE LA TRUCHERE
71;0;549;TRUCHERE (LA);; B;0985;;;00074;B074;;LE MUREY JEAN LOUP;38;;BT - Taillis simples;38;P - Propriétaire;PBBBTF;227100013;3 - Département ;7220;DEPT;DEPARTEMENT DE SAONE ET LOIRE
71;0;549;TRUCHERE (LA);; A;0941;;;00106;B106;;LA TRUCHERE;39;;S - Sols;39;P - Propriétaire;PBBBJP;217105493;4 - Commune;7210;COM;COMMUNE DE LA TRUCHERE
71;0;549;TRUCHERE (LA);;ZD;0131;;;00045;B045;;AUX ESSAIES;42;;P - Prés;42;P - Propriétaire;PBBBTF;227100013;3 - Département ;7220;DEPT;DEPARTEMENT DE SAONE ET LOIRE
71;0;549;TRUCHERE (LA);;ZD;0135;;;00077;B077;;LA PIAT DU FAIX;43;;BT - Taillis simples;43;P - Propriétaire;PBBBTF;227100013;3 - Département ;7220;DEPT;DEPARTEMENT DE SAONE ET LOIRE
71;0;549;TRUCHERE (LA);; A;0476;;;00039;B039;;COMMUNAUTE DE LA PIAT GIRA;70;;P - Prés;70;P - Propriétaire;PBBF9M;443934419;0 - Personnes morales non remarquables ;6540;SCI;SCI LE VIEUX MOULIN
71;0;549;TRUCHERE (LA);; A;0971;5209;F;00118;0035;RUE;DU FOUR A PAIN;72;;S - Sols;72;P - Propriétaire;PBDZ3Q;908574288;0 - Personnes morales non remarquables ;6540;SCI;SCI SOSO
71;0;549;TRUCHERE (LA);; B;0411;;;00074;B074;;LE MUREY JEAN LOUP;105;;L - Landes;105;P - Propriétaire;PBBBJP;217105493;4 - Commune;7210;COM;COMMUNE DE LA TRUCHERE
71;0;549;TRUCHERE (LA);; C;0430;;;00015;B015;;LES BRUYERES;144;;S - Sols;144;P - Propriétaire;PBBBJP;217105493;4 - Commune;7210;COM;COMMUNE DE LA TRUCHERE
71;0;549;TRUCHERE (LA);; A;0150;0004;;00117;0025;CHE;DES CLOUZEAUX;155;;S - Sols;155;P - Propriétaire;PBDWC8;485183586;0 - Personnes morales non remarquables ;6540;SCI;SCI JEANFRANC
71;0;549;TRUCHERE (LA);; C;0273;;;00037;B037;;COMMUNAL DE LA GRANDE LYE;190;;L - Landes;190;P - Propriétaire;PBBBJP;217105493;4 - Commune;7210;COM;COMMUNE DE LA TRUCHERE
71;0;549;TRUCHERE (LA);; B;0413;;;00074;B074;;LE MUREY JEAN LOUP;215;;L - Landes;215;P - Propriétaire;PBBBJP;217105493;4 - Commune;7210;COM;COMMUNE DE LA TRUCHERE
71;0;549;TRUCHERE (LA);; A;0807;;;00082;B082;;PRAIRIE DE LA GRANDE PROSL;234;;P - Prés;234;P - Propriétaire;PBBF9M;443934419;0 - Personnes morales non remarquables ;6540;SCI;SCI LE VIEUX MOULIN
71;0;549;TRUCHERE (LA);; A;0126;5009;;00113;0005;PROM;DU BARRAGE;240;;S - Sols;240;P - Propriétaire;PBDZ3Q;908574288;0 - Personnes morales non remarquables ;6540;SCI;SCI SOSO
71;0;549;TRUCHERE (LA);;ZD;0080;;;00012;B012;;EN LA BRANCHE;260;;AB - Terrains à bâtir;260;P - Propriétaire;PBBBJP;217105493;4 - Commune;7210;COM;COMMUNE DE LA TRUCHERE
71;0;549;TRUCHERE (LA);; C;0420;;;00038;B038;;COMMUNAUTE DE LA GRANDE LY;265;;L - Landes;265;P - Propriétaire;PBBBJP;217105493;4 - Commune;7210;COM;COMMUNE DE LA TRUCHERE
71;0;549;TRUCHERE (LA);;ZD;0130;;;00045;B045;;AUX ESSAIES;268;;P - Prés;268;P - Propriétaire;PBBBTF;227100013;3 - Département ;7220;DEPT;DEPARTEMENT DE SAONE ET LOIRE
71;0;549;TRUCHERE (LA);; B;0607;;;00060;B060;;LA LIE PETET;280;;BT - Taillis simples;280;P - Propriétaire;PBBBJP;217105493;4 - Commune;7210;COM;COMMUNE DE LA TRUCHERE
71;0;549;TRUCHERE (LA);;ZC;0007;;;00055;B055;;LA GRANDE PROSLE SUR LA BE;300;;L - Landes;300;P - Propriétaire;PBBFQZ;U13534570;0 - Personnes morales non remarquables ;9900;AUPM;SYNDICAT DES DIGUES DE PRETY
71;0;549;TRUCHERE (LA);;ZB;0012;;;00055;B055;;LA GRANDE PROSLE SUR LA BE;330;;P - Prés;330;P - Propriétaire;PBBN8P;257101592;4 - Commune;7353;SIVU;SYND INTER COM EAUX DE LA BASSE SEILLE
71;0;549;TRUCHERE (LA);;ZE;0018;;;00071;B071;;LE MURET DE NARCONNE;370;;AB - Terrains à bâtir;370;P - Propriétaire;PBBBJP;217105493;4 - Commune;7210;COM;COMMUNE DE LA TRUCHERE
71;0;549;TRUCHERE (LA);;ZC;0054;;;00026;B026;;CHAMP GUENON;400;;AB - Terrains à bâtir;400;P - Propriétaire;PBBBJP;217105493;4 - Commune;7210;COM;COMMUNE DE LA TRUCHERE
71;0;549;TRUCHERE (LA);;ZD;0021;;;00077;B077;;LA PIAT DU FAIX;400;;BT - Taillis simples;400;P - Propriétaire;PBBBJP;217105493;4 - Commune;7210;COM;COMMUNE DE LA TRUCHERE
71;0;549;TRUCHERE (LA);;ZE;0001;;;00071;B071;;LE MURET DE NARCONNE;400;;L - Landes;400;P - Propriétaire;PBBBJP;217105493;4 - Commune;7210;COM;COMMUNE DE LA TRUCHERE
71;0;549;TRUCHERE (LA);;ZH;0033;;;00001;B001;;L ANCIENNE SEILLE;410;;E - Eaux;410;P - Propriétaire;PBBBJP;217105493;4 - Commune;7210;COM;COMMUNE DE LA TRUCHERE
71;0;549;TRUCHERE (LA);; C;0348;;;00034;B034;;LA CLOIX;410;;BT - Taillis simples;410;P - Propriétaire;PBDTGH;381653278;0 - Personnes morales non remarquables ;9220;ASS;CONSERVATOIRE D'ESPACES NATURELS DE BOURGOGNE
71;0;549;TRUCHERE (LA);;ZC;0086;;;00109;B109;;LA VIGNE BOUCHEE;420;;AB - Terrains à bâtir;420;P - Propriétaire;PBBBJP;217105493;4 - Commune;7210;COM;COMMUNE DE LA TRUCHERE
71;0;549;TRUCHERE (LA);;ZD;0069;;;00050;B050;;LA FOSSE;430;;AB - Terrains à bâtir;430;P - Propriétaire;PBBBJP;217105493;4 - Commune;7210;COM;COMMUNE DE LA TRUCHERE
71;0;549;TRUCHERE (LA);;ZH;0042;;;00007;B007;;EN BIEF JARDIN;460;;P - Prés;460;P - Propriétaire;PBBBJP;217105493;4 - Commune;7210;COM;COMMUNE DE LA TRUCHERE
71;0;549;TRUCHERE (LA);;ZB;0045;;;00056;B056;;LA GRANDE PROSLE SUR SAONE;468;;P - Prés;468;P - Propriétaire;PBBN8P;257101592;4 - Commune;7353;SIVU;SYND INTER COM EAUX DE LA BASSE SEILLE
71;0;549;TRUCHERE (LA);;ZB;0026;;;00082;B082;;PRAIRIE DE LA GRANDE PROSL;510;;P - Prés;510;P - Propriétaire;PBBN8P;257101592;4 - Commune;7353;SIVU;SYND INTER COM EAUX DE LA BASSE SEILLE
71;0;549;TRUCHERE (LA);;ZC;0005;;;00055;B055;;LA GRANDE PROSLE SUR LA BE;530;;AB - Terrains à bâtir;530;P - Propriétaire;PBBBJP;217105493;4 - Commune;7210;COM;COMMUNE DE LA TRUCHERE
71;0;549;TRUCHERE (LA);; C;0442;;;00080;B080;;PONT SEILLE;547;;S - Sols;547;P - Propriétaire;PBBJ2C;U20999715;0 - Personnes morales non remarquables ;9900;AUPM;LE CONSERVATOIRE DES SITES NATURELS BOURGUIGNONS
71;0;549;TRUCHERE (LA);;ZD;0064;;;00013;B013;;LA BRANCHE VERS LA LIE PET;600;;AB - Terrains à bâtir;600;P - Propriétaire;PBBBJP;217105493;4 - Commune;7210;COM;COMMUNE DE LA TRUCHERE
71;0;549;TRUCHERE (LA);;ZC;0127;;;00022;B022;;CHAMP DES VERNES;600;;T - Terre;600;P - Propriétaire;PBDQQT;217105493;4 - Commune;7210;COM;COMMUNE DE LA TRUCHERE
71;0;549;TRUCHERE (LA);;ZB;0046;;;00056;B056;;LA GRANDE PROSLE SUR SAONE;600;;P - Prés;600;P - Propriétaire;PBBN8P;257101592;4 - Commune;7353;SIVU;SYND INTER COM EAUX DE LA BASSE SEILLE
