Département;Code Direction;Code Commune;Nom de la commune;Préfixe;Section;N° plan;N° voirie;Indice de répétition;Code voie MAJIC;Code voie Rivoli;Nature voie;Nom voie;Contenance;SUF;Nature culture;Contenance.1;Code droit - par;N° Majic - par;N° SIREN - par;Groupe personne - par;Forme juridique - par;Forme juridique abrégée - par;Dénomination - par
50;0;570;SAVIGNY-LE-VIEUX;;ZW;0068;;;00019;B019;;LE BOURG;298;;S - Sols;298;P - Propriétaire;PBBJPB;U18759274;0 - Personnes morales non remarquables ;9900;AUPM;ASS LA PREVOYANTE SAVINIENNE
50;0;570;SAVIGNY-LE-VIEUX;;ZI;0032;;;00022;B022;;LES BRUYERES;327;;S - Sols;327;P - Propriétaire;PBDDWB;200033462;9 - Établissements publics ou organismes associés;7354;SYMC;SYNDICAT DEPARTEMENTAL DE L'EAU DE LA MANCHE
50;0;570;SAVIGNY-LE-VIEUX;;ZC;0007;;;00044;B044;;LA CROIX GESLIN;330;;S - Sols;330;P - Propriétaire;PBBJ3C;215005703;4 - Commune;7210;COM;COMMUNE DE SAVIGNY LE VIEUX
50;0;570;SAVIGNY-LE-VIEUX;;ZB;0020;;;00018;B018;;LA BOUCHARDIERE;338;;S - Sols;338;P - Propriétaire;PBBJ3C;215005703;4 - Commune;7210;COM;COMMUNE DE SAVIGNY LE VIEUX
50;0;570;SAVIGNY-LE-VIEUX;;ZW;0058;;;00019;B019;;LE BOURG;348;;S - Sols;348;P - Propriétaire;PBBJ3C;215005703;4 - Commune;7210;COM;COMMUNE DE SAVIGNY LE VIEUX
50;0;570;SAVIGNY-LE-VIEUX;;ZA;0036;;;00033;B033;;LA CHENIERE;349;;S - Sols;349;P - Propriétaire;PBBJ3C;215005703;4 - Commune;7210;COM;COMMUNE DE SAVIGNY LE VIEUX
50;0;570;SAVIGNY-LE-VIEUX;;ZW;0005;;;00019;B019;;LE BOURG;361;;S - Sols;361;P - Propriétaire;PBBMXB;391681749;0 - Personnes morales non remarquables ;6540;SCI;LA BOURGADE
50;0;570;SAVIGNY-LE-VIEUX;;ZW;0088;;;00003;B003;;L AMBLINIERE;422;;S - Sols;422;P - Propriétaire;PBBJ3C;215005703;4 - Commune;7210;COM;COMMUNE DE SAVIGNY LE VIEUX
50;0;570;SAVIGNY-LE-VIEUX;;ZR;0094;;;00053;B053;;LA FERME DE LA PORCHERIE;438;;T - Terre;438;P - Propriétaire;PBDNMZ;933112880;0 - Personnes morales non remarquables ;6540;SCI;SITUSHLAPTURAK
50;0;570;SAVIGNY-LE-VIEUX;;ZA;0075;;;00097;B097;;LA PICANIERE;476;;S - Sols;476;P - Propriétaire;PBBJ3C;215005703;4 - Commune;7210;COM;COMMUNE DE SAVIGNY LE VIEUX
50;0;570;SAVIGNY-LE-VIEUX;;ZW;0042;0241;;00146;0145;RUE;DE L ABBAYE;477;;S - Sols;477;P - Propriétaire;PBBJ3C;215005703;4 - Commune;7210;COM;COMMUNE DE SAVIGNY LE VIEUX
50;0;570;SAVIGNY-LE-VIEUX;;ZL;0050;;;00008;B008;;LE BAS PLOCHIN;478;;S - Sols;478;P - Propriétaire;PBCXB7;791626757;0 - Personnes morales non remarquables ;6598;EARL;EARL LE BAS PLOCHIN
50;0;570;SAVIGNY-LE-VIEUX;;ZW;0043;0235;;00146;0145;RUE;DE L ABBAYE;496;;S - Sols;496;P - Propriétaire;PBBJ3C;215005703;4 - Commune;7210;COM;COMMUNE DE SAVIGNY LE VIEUX
50;0;570;SAVIGNY-LE-VIEUX;;ZW;0111;;;00003;B003;;L AMBLINIERE;506;;T - Terre;506;P - Propriétaire;PBC9SQ;833490410;0 - Personnes morales non remarquables ;6540;SCI;LA NOE
