Département;Code Direction;Code Commune;Nom de la commune;Préfixe;Section;N° plan;N° voirie;Indice de répétition;Code voie MAJIC;Code voie Rivoli;Nature voie;Nom voie;Contenance;SUF;Nature culture;Contenance.1;Code droit - par;N° Majic - par;N° SIREN - par;Groupe personne - par;Forme juridique - par;Forme juridique abrégée - par;Dénomination - par
23;0;246;SAINT SULPICE LES CHAMPS;;AM;0414;;;00020;B020;;LES BOURNOUX;6350;;BT - Taillis simples;6350;P - Propriétaire;PBBN52;U26735427;4 - Commune;7313;COLL;SECTION DE CONCIZAT
23;0;246;SAINT SULPICE LES CHAMPS;;ZE;0026;;;00111;B111;;LES OUCHETTES;6450;;BT - Taillis simples;6450;P - Propriétaire;PBBNGP;212324602;4 - Commune;7210;COM;COMMUNE DE SAINT SULPICE LES CHAMPS
23;0;246;SAINT SULPICE LES CHAMPS;;AK;0082;;;00057;B057;;LES COUSSIERES;6585;;BT - Taillis simples;6585;P - Propriétaire;PBBNWF;U26405097;4 - Commune;7313;COLL;SECTION D EAUX
23;0;246;SAINT SULPICE LES CHAMPS;;AP;0091;;;00125;B125;;PUY DU DIABLE;6695;;BT - Taillis simples;6695;P - Propriétaire;PBBPL5;U26729817;4 - Commune;7313;COLL;SECTION DE PETILLAT
23;0;246;SAINT SULPICE LES CHAMPS;;ZC;0010;;;00142;B142;;TERRE NOIRE;6730;;BR - Futaies résineuses;6730;P - Propriétaire;PBBT5X;322007691;0 - Personnes morales non remarquables ;6534;GFA;DE VAUDEIX
23;0;246;SAINT SULPICE LES CHAMPS;;BC;0176;;;00114;B114;;POMMEYROUX;6843;;BR - Futaies résineuses;6843;P - Propriétaire;PBBQSF;U24167884;0 - Personnes morales non remarquables ;6540;SCI;SCI FORESTIERE DES PUYS CREUSOIS
23;0;246;SAINT SULPICE LES CHAMPS;;AP;0016;;;00090;B090;;LA GRANDE RIBIERE;7060;;BT - Taillis simples;7060;P - Propriétaire;PBBPL5;U26729817;4 - Commune;7313;COLL;SECTION DE PETILLAT
23;0;246;SAINT SULPICE LES CHAMPS;;AK;0051;;;00039;B039;;LES CHATRES;7285;;BT - Taillis simples;7285;P - Propriétaire;PBBNWF;U26405097;4 - Commune;7313;COLL;SECTION D EAUX
23;0;246;SAINT SULPICE LES CHAMPS;;ZH;0036;;;00029;B029;;LES CHABANNES DE LA BORIE;8750;;T - Terre;8750;P - Propriétaire;PBBT5X;322007691;0 - Personnes morales non remarquables ;6534;GFA;DE VAUDEIX
23;0;246;SAINT SULPICE LES CHAMPS;;ZM;0008;;;00106;B106;;LES MOUILLERES;8850;;BT - Taillis simples;8850;P - Propriétaire;PBBPSC;U26734838;4 - Commune;7313;COLL;SECTION DE VERGNAS
23;0;246;SAINT SULPICE LES CHAMPS;;ZC;0012;;;00142;B142;;TERRE NOIRE;9010;;BF - Futaies Feuillues;9010;P - Propriétaire;PBBQ28;U24256797;4 - Commune;7313;COLL;SECTION DE ST SULPICE LES CHAMPS
23;0;246;SAINT SULPICE LES CHAMPS;;AO;0068;;;00103;B103;;LES MORTURES;9380;;BT - Taillis simples;9380;P - Propriétaire;PBB45T;U31898019;0 - Personnes morales non remarquables ;6536;GFO;LES EGADIS
23;0;246;SAINT SULPICE LES CHAMPS;;AW;0183;;;00001;B001;;HAYS;9395;;T - Terre;9395;P - Propriétaire;PBB2JZ;384090296;0 - Personnes morales non remarquables ;6540;SCI;AHUNOISE
23;0;246;SAINT SULPICE LES CHAMPS;;AW;0201;;;00001;B001;;HAYS;9706;;T - Terre;9706;P - Propriétaire;PBB2JZ;384090296;0 - Personnes morales non remarquables ;6540;SCI;AHUNOISE
23;0;246;SAINT SULPICE LES CHAMPS;;ZI;0032;;;00027;B027;;LES CASSIERES;9860;;BT - Taillis simples;9860;P - Propriétaire;PBBNWS;U26427484;4 - Commune;7313;COLL;SECTION D HAYS
23;0;246;SAINT SULPICE LES CHAMPS;;AW;0213;;;00055;B055;;LA COTE;10520;;BR - Futaies résineuses;10520;P - Propriétaire;PBB45T;U31898019;0 - Personnes morales non remarquables ;6536;GFO;LES EGADIS
23;0;246;SAINT SULPICE LES CHAMPS;;ZI;0033;;;00027;B027;;LES CASSIERES;10700;;BT - Taillis simples;10700;P - Propriétaire;PBB2VL;421183807;0 - Personnes morales non remarquables ;6536;GFO;FORESTIER DES BRUYERES
23;0;246;SAINT SULPICE LES CHAMPS;;ZD;0036;;;00085;B085;;GRAND PRE;10710;;P - Prés;10710;P - Propriétaire;PBBWVD;503757155;0 - Personnes morales non remarquables ;9300;FON;FONDATION CEMAVIE
23;0;246;SAINT SULPICE LES CHAMPS;;ZI;0023;;;00027;B027;;LES CASSIERES;11440;;BT - Taillis simples;11440;P - Propriétaire;PBBNWS;U26427484;4 - Commune;7313;COLL;SECTION D HAYS
23;0;246;SAINT SULPICE LES CHAMPS;;AL;0145;;;00105;B105;;LES MORTURES JABAUD;13040;;BT - Taillis simples;13040;P - Propriétaire;PBBN52;U26735427;4 - Commune;7313;COLL;SECTION DE CONCIZAT
23;0;246;SAINT SULPICE LES CHAMPS;;AM;0410;;;00020;B020;;LES BOURNOUX;13325;;BT - Taillis simples;13325;P - Propriétaire;PBBN52;U26735427;4 - Commune;7313;COLL;SECTION DE CONCIZAT
23;0;246;SAINT SULPICE LES CHAMPS;;ZI;0044;;;00133;B133;;LA RIBIERE;14170;;BT - Taillis simples;14170;P - Propriétaire;PBBRLX;421183807;0 - Personnes morales non remarquables ;6536;GFO;FORESTIER DES BRUYERES
23;0;246;SAINT SULPICE LES CHAMPS;;ZK;0015;;;00132;B132;;LA REDONDE;14940;;T - Terre;14940;P - Propriétaire;PBB2JZ;384090296;0 - Personnes morales non remarquables ;6540;SCI;AHUNOISE
23;0;246;SAINT SULPICE LES CHAMPS;;BC;0001;;;00023;B023;;LA BRUYERE;15645;;BR - Futaies résineuses;15645;P - Propriétaire;PBB2VL;421183807;0 - Personnes morales non remarquables ;6536;GFO;FORESTIER DES BRUYERES
23;0;246;SAINT SULPICE LES CHAMPS;;AM;0029;;;00109;B109;;LES OUCHES;15885;;BT - Taillis simples;15885;P - Propriétaire;PBBN52;U26735427;4 - Commune;7313;COLL;SECTION DE CONCIZAT
23;0;246;SAINT SULPICE LES CHAMPS;;ZK;0035;;;00117;B117;;LES PRADES D HAYS;20680;;BT - Taillis simples;20680;P - Propriétaire;PBBN3C;U17825374;4 - Commune;7313;COLL;SECTION DE CHANSARD
23;0;246;SAINT SULPICE LES CHAMPS;;ZL;0001;;;00008;B008;;LE BET DE CHANSARD;20850;;BT - Taillis simples;20850;P - Propriétaire;PBBN3C;U17825374;4 - Commune;7313;COLL;SECTION DE CHANSARD
23;0;246;SAINT SULPICE LES CHAMPS;;BC;0181;;;00089;B089;;LA GRANDE BRUYERE;21088;;BR - Futaies résineuses;21088;P - Propriétaire;PBBQSF;U24167884;0 - Personnes morales non remarquables ;6540;SCI;SCI FORESTIERE DES PUYS CREUSOIS
23;0;246;SAINT SULPICE LES CHAMPS;;ZI;0095;;;00027;B027;;LES CASSIERES;23613;;BT - Taillis simples;23613;P - Propriétaire;PBB2VL;421183807;0 - Personnes morales non remarquables ;6536;GFO;FORESTIER DES BRUYERES
23;0;246;SAINT SULPICE LES CHAMPS;;BC;0182;;;00089;B089;;LA GRANDE BRUYERE;23828;;BR - Futaies résineuses;23828;P - Propriétaire;PBBQSF;U24167884;0 - Personnes morales non remarquables ;6540;SCI;SCI FORESTIERE DES PUYS CREUSOIS
23;0;246;SAINT SULPICE LES CHAMPS;;BC;0184;;;00089;B089;;LA GRANDE BRUYERE;23859;;BR - Futaies résineuses;23859;P - Propriétaire;PBBQSF;U24167884;0 - Personnes morales non remarquables ;6540;SCI;SCI FORESTIERE DES PUYS CREUSOIS
23;0;246;SAINT SULPICE LES CHAMPS;;ZA;0017;;;00045;B045;;CHER PELE;24240;;BT - Taillis simples;24240;P - Propriétaire;PBBPK2;U26747557;4 - Commune;7313;COLL;SECTION DE MORLAIX
23;0;246;SAINT SULPICE LES CHAMPS;;ZH;0088;;;00018;B018;;LE BOURG;27154;;T - Terre;27154;P - Propriétaire;PBBT5X;322007691;0 - Personnes morales non remarquables ;6534;GFA;DE VAUDEIX
23;0;246;SAINT SULPICE LES CHAMPS;;BC;0140;;;00124;B124;;PUY DU BET;31243;;BF - Futaies Feuillues;31243;P - Propriétaire;PBBRLX;421183807;0 - Personnes morales non remarquables ;6536;GFO;FORESTIER DES BRUYERES
23;0;246;SAINT SULPICE LES CHAMPS;;BC;0139;;;00124;B124;;PUY DU BET;34037;;BT - Taillis simples;34037;P - Propriétaire;PBBRLX;421183807;0 - Personnes morales non remarquables ;6536;GFO;FORESTIER DES BRUYERES
23;0;246;SAINT SULPICE LES CHAMPS;;BC;0183;;;00089;B089;;LA GRANDE BRUYERE;43486;;BT - Taillis simples;43486;P - Propriétaire;PBBQMD;U24171076;0 - Personnes morales non remarquables ;9900;AUPM;PROPRIETAIRES DU BND 246 BC0183
23;0;246;SAINT SULPICE LES CHAMPS;;ZI;0048;;;00070;B070;;LA DAUGE;53990;;BT - Taillis simples;53990;P - Propriétaire;PBBW7Q;421183807;0 - Personnes morales non remarquables ;6536;GFO;FORESTIER DES BRUYERES
23;0;247;SAINT-VAURY;;ZL;0086;;;00099;B126;;LES COMBES DE PEUX ROUX;1283;A;BR - Futaies résineuses;981;P - Propriétaire;PBB4P8;U31167219;0 - Personnes morales non remarquables ;6534;GFA;GFA CATTEAU
23;0;247;SAINT-VAURY;;AK;0191;;;00389;B496;;LA GASNE;1453;A;P - Prés;1303;P - Propriétaire;PBB5N9;985349570;0 - Personnes morales non remarquables ;6533;GAEC;GAEC DE LA GASNE
23;0;247;SAINT-VAURY;;AZ;0629;;;00044;B049;;LE BOURG;1761;A;P - Prés;921;P - Propriétaire;PBBBKL;212324701;4 - Commune;7210;COM;COMMUNE DE SAINT VAURY
23;0;247;SAINT-VAURY;;AZ;0378;;;00044;B049;;LE BOURG;1772;A;T - Terre;1746;P - Propriétaire;PBBBKL;212324701;4 - Commune;7210;COM;COMMUNE DE SAINT VAURY
23;0;247;SAINT-VAURY;;ZK;0157;;;00389;B496;;LA GASNE;2055;A;P - Prés;147;P - Propriétaire;P99999;U23691569;1 - État ;7113;ETAT;ETAT PAR DIRECTION DE L IMMOBILIER DE L ETAT
23;0;247;SAINT-VAURY;;ZK;0157;;;00389;B496;;LA GASNE;2055;A;P - Prés;147;Z - Gestion d’un bien de l’État ;PBBLBC;U24714436;1 - État ;7113;ETAT;ETAT MIN TRANSPORT EQUIP TOURISME MER
23;0;247;SAINT-VAURY;;AR;0104;;;00199;B278;;LES MAUMARDS;2533;A;P - Prés;2074;P - Propriétaire;PBBBKL;212324701;4 - Commune;7210;COM;COMMUNE DE SAINT VAURY
23;0;247;SAINT-VAURY;;AZ;0642;;;00044;B049;;LE BOURG;2549;A;L - Landes;929;P - Propriétaire;PBBBKL;212324701;4 - Commune;7210;COM;COMMUNE DE SAINT VAURY
23;0;247;SAINT-VAURY;;ZN;0063;;;00128;B175;;ETANG DE COUDERT;3100;A;T - Terre;1714;P - Propriétaire;PBB4P8;U31167219;0 - Personnes morales non remarquables ;6534;GFA;GFA CATTEAU
23;0;247;SAINT-VAURY;;ZC;0054;;;00123;B168;;LES DOGES;4030;A;BT - Taillis simples;2950;P - Propriétaire;PBBVC7;222309627;3 - Département ;7220;DEPT;DEPARTEMENT DE LA CREUSE
23;0;247;SAINT-VAURY;;ZL;0061;;;00273;B360;;PLANCHAT;6200;A;T - Terre;2522;P - Propriétaire;PBB4P8;U31167219;0 - Personnes morales non remarquables ;6534;GFA;GFA CATTEAU
23;0;247;SAINT-VAURY;;YC;0036;;;00138;B185;;A LA FONT;6360;A;J - Jardins;1206;P - Propriétaire;PBBZZ8;533008769;0 - Personnes morales non remarquables ;6540;SCI;MAGNETI
23;0;247;SAINT-VAURY;;AT;0009;;;00369;B476;;LES BOUCHERETS;6605;A;BR - Futaies résineuses;4297;P - Propriétaire;PBB2CF;819468661;0 - Personnes morales non remarquables ;6534;GFA;GFA TISON
23;0;247;SAINT-VAURY;;AR;0101;;;00199;B278;;LES MAUMARDS;6652;A;P - Prés;4642;P - Propriétaire;PBBBKL;212324701;4 - Commune;7210;COM;COMMUNE DE SAINT VAURY
