Département;Code Direction;Code Commune;Nom de la commune;Préfixe;Section;N° plan;N° voirie;Indice de répétition;Code voie MAJIC;Code voie Rivoli;Nature voie;Nom voie;Contenance;SUF;Nature culture;Contenance.1;Code droit - par;N° Majic - par;N° SIREN - par;Groupe personne - par;Forme juridique - par;Forme juridique abrégée - par;Dénomination - par
89;0;440;VERLIN;;AB;0133;;;00094;B102;;LES PRES DE L EGLISE;720;Z;S - Sols;72;P - Propriétaire;PBB3W5;339717217;0 - Personnes morales non remarquables ;6540;SCI;MOULIN DU FOUR
89;0;440;VERLIN;;AB;0130;;;00094;B102;;LES PRES DE L EGLISE;1020;Z;S - Sols;120;P - Propriétaire;PBB3W5;339717217;0 - Personnes morales non remarquables ;6540;SCI;MOULIN DU FOUR
89;0;440;VERLIN;;ZL;0051;;;00105;B113;;LES RENUEES;1590;Z;S - Sols;750;P - Propriétaire;PBCP4B;749928172;0 - Personnes morales non remarquables ;6540;SCI;SOCIETE CIVILE IMMOBILIERE DE VERLIN - SCIV EN ABREGE
89;0;440;VERLIN;;AB;0247;;;00138;0075;RUE;DE L EGLISE;1890;Z;S - Sols;770;P - Propriétaire;PBB2LS;218904407;4 - Commune;7210;COM;COMMUNE DE VERLIN
89;0;440;VERLIN;;ZD;0131;0001;;00160;B150;;LA RAINERIE;2347;Z;S - Sols;820;P - Propriétaire;PBB3SX;330130576;0 - Personnes morales non remarquables ;6597;SCEA;SCEA LA RAINERIE
89;0;440;VERLIN;;ZL;0054;0006;;00159;B148;;LA HURAUDIERE;3105;Z;S - Sols;910;P - Propriétaire;PBCP4B;749928172;0 - Personnes morales non remarquables ;6540;SCI;SOCIETE CIVILE IMMOBILIERE DE VERLIN - SCIV EN ABREGE
89;0;440;VERLIN;;ZE;0035;;;00002;B002;;LES BARILLAUX;11050;Z;S - Sols;660;P - Propriétaire;PBB42V;413858796;0 - Personnes morales non remarquables ;6599;SC;LES BARILLOTS
89;0;440;VERLIN;;AI;0099;;;00067;B072;;LES HUILIERS;16300;Z;S - Sols;50;P - Propriétaire;PBB2L2;219400777;4 - Commune;7210;COM;COMMUNE DE VILLENEUVE LE ROI
89;0;440;VERLIN;;AB;0254;;;00102;B110;;QUARTIER DE LA FOIRE;2;;T - Terre;2;P - Propriétaire;PBC78J;888970704;0 - Personnes morales non remarquables ;6540;SCI;MULLER ET CO
89;0;440;VERLIN;;AB;0280;;;00102;B110;;QUARTIER DE LA FOIRE;9;;S - Sols;9;P - Propriétaire;PBB2LS;218904407;4 - Commune;7210;COM;COMMUNE DE VERLIN
89;0;440;VERLIN;;AB;0080;;;00103;B111;;QUARTIER DE LA MAIRIE;10;;S - Sols;10;P - Propriétaire;PBB2LS;218904407;4 - Commune;7210;COM;COMMUNE DE VERLIN
89;0;440;VERLIN;;ZC;0181;;;00062;B067;;LA GUERODE;11;;S - Sols;11;P - Propriétaire;PBB2LS;218904407;4 - Commune;7210;COM;COMMUNE DE VERLIN
89;0;440;VERLIN;; D;0306;;;00095;B103;;PRES DE LA MIVOIE;12;;P - Prés;12;P - Propriétaire;PBB2LS;218904407;4 - Commune;7210;COM;COMMUNE DE VERLIN
89;0;440;VERLIN;;ZK;0054;;;00008;B009;;LES BLINS;16;;S - Sols;16;P - Propriétaire;PBB2LS;218904407;4 - Commune;7210;COM;COMMUNE DE VERLIN
89;0;440;VERLIN;;AI;0115;;;00067;B072;;LES HUILIERS;40;;S - Sols;40;P - Propriétaire;PBB2LD;218903482;4 - Commune;7210;COM;COMMUNE DE SAINT JULIEN DU SAULT
89;0;440;VERLIN;;ZE;0195;;;00118;B128;;LA VALLEE DES CHARBONEAUX;64;;T - Terre;64;P - Propriétaire;PBB2LS;218904407;4 - Commune;7210;COM;COMMUNE DE VERLIN
89;0;440;VERLIN;; D;0021;;;00106;B114;;LA ROBICHERIE;70;;BT - Taillis simples;70;P - Propriétaire;PBCRZ4;794536342;0 - Personnes morales non remarquables ;6599;SC;SCI DU MOULIN DE LA GRANDE ROUE
89;0;440;VERLIN;;AB;0032;;;00055;B060;;LA FOSSE AUX CHEVAUX;80;;S - Sols;80;P - Propriétaire;PBB2LS;218904407;4 - Commune;7210;COM;COMMUNE DE VERLIN
89;0;440;VERLIN;;AB;0215;;;00055;B060;;LA FOSSE AUX CHEVAUX;84;;P - Prés;84;P - Propriétaire;PBB3QN;U13312015;4 - Commune;7353;SIVU;SYNDICAT INTERCOMMUNAL DES TRAVAUX D ADDUCTION D EAU DE LA R
89;0;440;VERLIN;;AB;0123;;;00086;B094;;LE MOULIN DE LA GRANDE ROU;100;;BT - Taillis simples;100;P - Propriétaire;PBCRZ4;794536342;0 - Personnes morales non remarquables ;6599;SC;SCI DU MOULIN DE LA GRANDE ROUE
89;0;440;VERLIN;;AB;0331;;;00125;B136;;LE VERGER;102;;T - Terre;102;P - Propriétaire;PBCZCJ;501376537;0 - Personnes morales non remarquables ;6534;GFA;DU DOMAINE DES MONTELENTS
89;0;440;VERLIN;;ZE;0016;;;00030;B031;;LES BOULAIS;110;;BS - Taillis sous Futaies;110;P - Propriétaire;PBB2LS;218904407;4 - Commune;7210;COM;COMMUNE DE VERLIN
89;0;440;VERLIN;;AB;0122;;;00086;B094;;LE MOULIN DE LA GRANDE ROU;150;;J - Jardins;150;P - Propriétaire;PBCRZ4;794536342;0 - Personnes morales non remarquables ;6599;SC;SCI DU MOULIN DE LA GRANDE ROUE
89;0;440;VERLIN;;AH;0075;;;00011;B012;;BOIS DE GATAURAND;150;;S - Sols;150;P - Propriétaire;PBB3QN;U13312015;4 - Commune;7353;SIVU;SYNDICAT INTERCOMMUNAL DES TRAVAUX D ADDUCTION D EAU DE LA R
89;0;440;VERLIN;; D;0051;;;00098;B106;;LES PRES NEUFS;160;;BT - Taillis simples;160;P - Propriétaire;PBB2QC;U21421034;0 - Personnes morales non remarquables ;9900;AUPM;GROUPEMENT FONCIER AGRICOLE DU PARC AUX NOIRS
89;0;440;VERLIN;;ZE;0142;;;00080;B088;;LA MI VOIE;167;;S - Sols;167;P - Propriétaire;PBB472;U21414569;7 - Copropriétaires;9900;AUPM;LES COPROPRIETAIRES DU PASSAGE COMMUN ZE 142
89;0;440;VERLIN;;AE;0009;;;00079;B086;;LA MIGNONNERIE;170;;BT - Taillis simples;170;P - Propriétaire;PBCZCJ;501376537;0 - Personnes morales non remarquables ;6534;GFA;DU DOMAINE DES MONTELENTS
89;0;440;VERLIN;; D;0195;;;00129;B140;;VIGNES DE GRIVOUX;200;;BS - Taillis sous Futaies;200;P - Propriétaire;PBB77C;491809190;0 - Personnes morales non remarquables ;6538;GFR;GFR LA PATURE DE RUBAN
89;0;440;VERLIN;;AB;0176;;;00102;B110;;QUARTIER DE LA FOIRE;230;;J - Jardins;230;P - Propriétaire;PBCL92;392321337;0 - Personnes morales non remarquables ;5499;SARL;LA FERME DE VERLIN
89;0;440;VERLIN;; D;0029;;;00106;B114;;LA ROBICHERIE;230;;BT - Taillis simples;230;P - Propriétaire;PBCRZ4;794536342;0 - Personnes morales non remarquables ;6599;SC;SCI DU MOULIN DE LA GRANDE ROUE
89;0;440;VERLIN;; D;0165;;;00060;B065;;GRIVOUX;240;;BT - Taillis simples;240;P - Propriétaire;PBB2LS;218904407;4 - Commune;7210;COM;COMMUNE DE VERLIN
89;0;440;VERLIN;;ZL;0065;;;00040;B042;;CHEMIN DES BLINS;240;;T - Terre;240;P - Propriétaire;PBCHKH;348715848;0 - Personnes morales non remarquables ;6534;GFA;DE LA GOMETTE
89;0;440;VERLIN;; D;0217;;;00129;B140;;VIGNES DE GRIVOUX;250;;L - Landes;250;P - Propriétaire;PBB77C;491809190;0 - Personnes morales non remarquables ;6538;GFR;GFR LA PATURE DE RUBAN
89;0;440;VERLIN;;ZI;0138;;;00006;B006;;LA BIDAUDE;278;;BT - Taillis simples;278;P - Propriétaire;PBB3QN;U13312015;4 - Commune;7353;SIVU;SYNDICAT INTERCOMMUNAL DES TRAVAUX D ADDUCTION D EAU DE LA R
89;0;440;VERLIN;;AD;0268;;;00013;B014;;BOIS DE L AUMONT;300;;BT - Taillis simples;300;P - Propriétaire;PBCP4B;749928172;0 - Personnes morales non remarquables ;6540;SCI;SOCIETE CIVILE IMMOBILIERE DE VERLIN - SCIV EN ABREGE
89;0;440;VERLIN;;ZB;0114;;;00015;B016;;LE BOIS DE LA BROSSE;320;;BT - Taillis simples;320;P - Propriétaire;PBCZJC;440232023;0 - Personnes morales non remarquables ;6540;SCI;BELLE COUR
89;0;440;VERLIN;;AB;0051;;;00101;B109;;QUARTIER DE L EGLISE;320;;J - Jardins;320;P - Propriétaire;PBCL92;392321337;0 - Personnes morales non remarquables ;5499;SARL;LA FERME DE VERLIN
89;0;440;VERLIN;;AH;0100;;;00112;B120;;LA TARTRE;340;;VE - Vergers;340;P - Propriétaire;PBCSF7;324347962;0 - Personnes morales non remarquables ;6534;GFA;GFA DES GAUGUINS VALTAT MORLOT
89;0;440;VERLIN;; D;0245;;;00129;B140;;VIGNES DE GRIVOUX;340;;L - Landes;340;P - Propriétaire;PBB77C;491809190;0 - Personnes morales non remarquables ;6538;GFR;GFR LA PATURE DE RUBAN
89;0;440;VERLIN;;AD;0388;;;00013;B014;;BOIS DE L AUMONT;340;;BT - Taillis simples;340;P - Propriétaire;PBCWKB;810040741;0 - Personnes morales non remarquables ;5710;SAS;SASU THIERRY VIGE
89;0;440;VERLIN;;AE;0209;;;00039;B040;;CHAUMETEAU;350;;L - Landes;350;P - Propriétaire;PBB2LS;218904407;4 - Commune;7210;COM;COMMUNE DE VERLIN
89;0;440;VERLIN;;AB;0065;;;00103;B111;;QUARTIER DE LA MAIRIE;360;;S - Sols;360;P - Propriétaire;PBB2LS;218904407;4 - Commune;7210;COM;COMMUNE DE VERLIN
89;0;440;VERLIN;;AH;0099;;;00112;B120;;LA TARTRE;360;;T - Terre;360;P - Propriétaire;PBCSF7;324347962;0 - Personnes morales non remarquables ;6534;GFA;GFA DES GAUGUINS VALTAT MORLOT
89;0;440;VERLIN;;ZB;0135;;;00128;B139;;LA VIGNE DES EPINETTES;363;;T - Terre;363;P - Propriétaire;PBB4Z7;U21414079;0 - Personnes morales non remarquables ;9900;AUPM;GROUPEMENT FONCIER AGRICOLE DE LA RAINERIE
89;0;440;VERLIN;;AB;0031;;;00055;B060;;LA FOSSE AUX CHEVAUX;380;;E - Eaux;380;P - Propriétaire;PBB2LS;218904407;4 - Commune;7210;COM;COMMUNE DE VERLIN
89;0;440;VERLIN;;AB;0053;;;00101;B109;;QUARTIER DE L EGLISE;380;;S - Sols;380;P - Propriétaire;PBB2LS;218904407;4 - Commune;7210;COM;COMMUNE DE VERLIN
89;0;440;VERLIN;;AB;0175;0001;;00158;0210;RUE;DU MOULIN;400;;S - Sols;400;P - Propriétaire;PBCL92;392321337;0 - Personnes morales non remarquables ;5499;SARL;LA FERME DE VERLIN
89;0;440;VERLIN;;ZB;0141;;;00128;B139;;LA VIGNE DES EPINETTES;405;;T - Terre;405;P - Propriétaire;PBCWKB;810040741;0 - Personnes morales non remarquables ;5710;SAS;SASU THIERRY VIGE
89;0;440;VERLIN;;ZE;0106;;;00080;B088;;LA MI VOIE;410;;L - Landes;410;P - Propriétaire;PBB48X;413858796;0 - Personnes morales non remarquables ;6599;SC;LES BARILLOTS
89;0;440;VERLIN;;AB;0117;;;00086;B094;;LE MOULIN DE LA GRANDE ROU;410;;P - Prés;410;P - Propriétaire;PBCRZ4;794536342;0 - Personnes morales non remarquables ;6599;SC;SCI DU MOULIN DE LA GRANDE ROUE
89;0;440;VERLIN;;AD;0387;;;00013;B014;;BOIS DE L AUMONT;415;;BT - Taillis simples;415;P - Propriétaire;PBCWKB;810040741;0 - Personnes morales non remarquables ;5710;SAS;SASU THIERRY VIGE
89;0;440;VERLIN;;AB;0177;0006;;00138;0075;RUE;DE L EGLISE;460;;S - Sols;460;P - Propriétaire;PBCL92;392321337;0 - Personnes morales non remarquables ;5499;SARL;LA FERME DE VERLIN
89;0;440;VERLIN;;AB;0351;;;00086;B094;;LE MOULIN DE LA GRANDE ROU;463;;T - Terre;463;P - Propriétaire;PBCRZ4;794536342;0 - Personnes morales non remarquables ;6599;SC;SCI DU MOULIN DE LA GRANDE ROUE
89;0;440;VERLIN;;AB;0116;;;00086;B094;;LE MOULIN DE LA GRANDE ROU;470;;J - Jardins;470;P - Propriétaire;PBCP4B;749928172;0 - Personnes morales non remarquables ;6540;SCI;SOCIETE CIVILE IMMOBILIERE DE VERLIN - SCIV EN ABREGE
89;0;440;VERLIN;; D;0205;;;00129;B140;;VIGNES DE GRIVOUX;475;;BT - Taillis simples;475;P - Propriétaire;PBB77C;491809190;0 - Personnes morales non remarquables ;6538;GFR;GFR LA PATURE DE RUBAN
89;0;440;VERLIN;;AB;0352;;;00086;B094;;LE MOULIN DE LA GRANDE ROU;475;;T - Terre;475;P - Propriétaire;PBCRZ4;794536342;0 - Personnes morales non remarquables ;6599;SC;SCI DU MOULIN DE LA GRANDE ROUE
89;0;440;VERLIN;;AD;0042;;;00116;B126;;LA VALLEE DES BLAISES;480;;BT - Taillis simples;480;P - Propriétaire;PBB2LS;218904407;4 - Commune;7210;COM;COMMUNE DE VERLIN
89;0;440;VERLIN;;AB;0173;0002;;00158;0210;RUE;DU MOULIN;480;;S - Sols;480;P - Propriétaire;PBC78J;888970704;0 - Personnes morales non remarquables ;6540;SCI;MULLER ET CO
89;0;440;VERLIN;;AE;0147;;;00091;B099;;LE PIED AUX VACHES;490;;BT - Taillis simples;490;P - Propriétaire;PBCZCJ;501376537;0 - Personnes morales non remarquables ;6534;GFA;DU DOMAINE DES MONTELENTS
89;0;440;VERLIN;;AB;0279;;;00102;B110;;QUARTIER DE LA FOIRE;501;;J - Jardins;501;P - Propriétaire;PBCL92;392321337;0 - Personnes morales non remarquables ;5499;SARL;LA FERME DE VERLIN
89;0;440;VERLIN;;ZI;0093;;;00110;B118;;SAINT-CORNARD;510;;T - Terre;510;P - Propriétaire;PBB2LS;218904407;4 - Commune;7210;COM;COMMUNE DE VERLIN
89;0;440;VERLIN;;ZB;0062;;;00128;B139;;LA VIGNE DES EPINETTES;510;;T - Terre;510;P - Propriétaire;PBB4Z7;U21414079;0 - Personnes morales non remarquables ;9900;AUPM;GROUPEMENT FONCIER AGRICOLE DE LA RAINERIE
89;0;440;VERLIN;; D;0171;;;00129;B140;;VIGNES DE GRIVOUX;520;;BT - Taillis simples;520;P - Propriétaire;PBC794;917848996;0 - Personnes morales non remarquables ;6536;GFO;GFF BP BFC FORETS
89;0;440;VERLIN;;AE;0323;;;00005;B005;;BEAUREGARD;520;;BS - Taillis sous Futaies;520;P - Propriétaire;PBB8CJ;443820618;0 - Personnes morales non remarquables ;6540;SCI;LES FASCINATS
89;0;440;VERLIN;;AB;0174;;;00102;B110;;QUARTIER DE LA FOIRE;530;;BT - Taillis simples;530;P - Propriétaire;PBB3W5;339717217;0 - Personnes morales non remarquables ;6540;SCI;MOULIN DU FOUR
89;0;440;VERLIN;;AB;0120;;;00086;B094;;LE MOULIN DE LA GRANDE ROU;530;;J - Jardins;530;P - Propriétaire;PBCRZ4;794536342;0 - Personnes morales non remarquables ;6599;SC;SCI DU MOULIN DE LA GRANDE ROUE
89;0;440;VERLIN;;ZB;0107;;;00015;B016;;LE BOIS DE LA BROSSE;550;;BT - Taillis simples;550;P - Propriétaire;PBCZJC;440232023;0 - Personnes morales non remarquables ;6540;SCI;BELLE COUR
89;0;440;VERLIN;;AB;0144;;;00125;B136;;LE VERGER;550;;T - Terre;550;P - Propriétaire;PBCZCJ;501376537;0 - Personnes morales non remarquables ;6534;GFA;DU DOMAINE DES MONTELENTS
89;0;440;VERLIN;;ZE;0064;;;00080;B088;;LA MI VOIE;550;;BT - Taillis simples;550;P - Propriétaire;PBB48X;413858796;0 - Personnes morales non remarquables ;6599;SC;LES BARILLOTS
89;0;440;VERLIN;;AB;0087;;;00069;B075;;LA JARDINERIE;570;;S - Sols;570;P - Propriétaire;PBB8DP;487838237;0 - Personnes morales non remarquables ;5499;SARL;AVEC - IMMO
89;0;440;VERLIN;;AB;0034;;;00055;B060;;LA FOSSE AUX CHEVAUX;570;;BT - Taillis simples;570;P - Propriétaire;PBB35N;U13304596;4 - Commune;7353;SIVU;SYND INTERCOM ALIMENTATION EAU POTABLE ST JULIEN VERLIN
89;0;440;VERLIN;;AB;0066;;;00103;B111;;QUARTIER DE LA MAIRIE;590;;S - Sols;590;P - Propriétaire;PBB2LS;218904407;4 - Commune;7210;COM;COMMUNE DE VERLIN
89;0;440;VERLIN;;AI;0093;;;00067;B072;;LES HUILIERS;590;;B - Bois;590;P - Propriétaire;PBB2L2;219400777;4 - Commune;7210;COM;COMMUNE DE VILLENEUVE LE ROI
89;0;440;VERLIN;;AI;0098;;;00067;B072;;LES HUILIERS;590;;J - Jardins;590;P - Propriétaire;PBB2L2;219400777;4 - Commune;7210;COM;COMMUNE DE VILLENEUVE LE ROI
89;0;440;VERLIN;;AE;0134;;;00091;B099;;LE PIED AUX VACHES;590;;VE - Vergers;590;P - Propriétaire;PBCZCJ;501376537;0 - Personnes morales non remarquables ;6534;GFA;DU DOMAINE DES MONTELENTS
89;0;440;VERLIN;; D;0166;;;00129;B140;;VIGNES DE GRIVOUX;590;;BT - Taillis simples;590;P - Propriétaire;PBC794;917848996;0 - Personnes morales non remarquables ;6536;GFO;GFF BP BFC FORETS
89;0;440;VERLIN;;ZB;0061;;;00128;B139;;LA VIGNE DES EPINETTES;600;;T - Terre;600;P - Propriétaire;PBB4Z7;U21414079;0 - Personnes morales non remarquables ;9900;AUPM;GROUPEMENT FONCIER AGRICOLE DE LA RAINERIE
89;0;440;VERLIN;;AB;0216;;;00055;B060;;LA FOSSE AUX CHEVAUX;616;;P - Prés;616;P - Propriétaire;PBB35N;U13304596;4 - Commune;7353;SIVU;SYND INTERCOM ALIMENTATION EAU POTABLE ST JULIEN VERLIN
89;0;440;VERLIN;;AE;0130;;;00091;B099;;LE PIED AUX VACHES;620;;VE - Vergers;620;P - Propriétaire;PBCZCJ;501376537;0 - Personnes morales non remarquables ;6534;GFA;DU DOMAINE DES MONTELENTS
89;0;440;VERLIN;;ZI;0098;;;00018;B019;;BOIS DE LA VERMILLETTE;630;;BS - Taillis sous Futaies;630;P - Propriétaire;PBCSF7;324347962;0 - Personnes morales non remarquables ;6534;GFA;GFA DES GAUGUINS VALTAT MORLOT
89;0;440;VERLIN;;ZE;0033;;;00002;B002;;LES BARILLAUX;630;;BT - Taillis simples;630;P - Propriétaire;PBB42V;413858796;0 - Personnes morales non remarquables ;6599;SC;LES BARILLOTS
89;0;440;VERLIN;;ZL;0091;;;00008;B009;;LES BLINS;639;;T - Terre;639;P - Propriétaire;PBCL92;392321337;0 - Personnes morales non remarquables ;5499;SARL;LA FERME DE VERLIN
89;0;440;VERLIN;;AE;0206;;;00037;B038;;LA CHARMEE;640;;T - Terre;640;P - Propriétaire;PBCSF7;324347962;0 - Personnes morales non remarquables ;6534;GFA;GFA DES GAUGUINS VALTAT MORLOT
89;0;440;VERLIN;;AB;0033;;;00055;B060;;LA FOSSE AUX CHEVAUX;640;;BT - Taillis simples;640;P - Propriétaire;PBB35N;U13304596;4 - Commune;7353;SIVU;SYND INTERCOM ALIMENTATION EAU POTABLE ST JULIEN VERLIN
89;0;440;VERLIN;; D;0011;;;00104;B112;;LA QUEUE DE VERLIN;675;;T - Terre;675;P - Propriétaire;PBCZCJ;501376537;0 - Personnes morales non remarquables ;6534;GFA;DU DOMAINE DES MONTELENTS
89;0;440;VERLIN;; D;0200;;;00129;B140;;VIGNES DE GRIVOUX;680;;BS - Taillis sous Futaies;680;P - Propriétaire;PBC794;917848996;0 - Personnes morales non remarquables ;6536;GFO;GFF BP BFC FORETS
